CUSTOMER_CODE,INST_CAPACITY,WTG_MODEL_NAME,STATE,ITEM_CODE,RELATED_TO,CALL_STATUS,Closure Range,Closure Days,VIOLATED
CUS00055,C5,W4,TN,IC1,RT009,CS1,CR2,5.957429319,1
CUV00020,C5,W4,TN,IC2,RT027,CS1,CR1,0.705672787,1
CUR00070,C3,W2,MH,IC2,RT007,CS1,CR4,118.8530817,1
CUR00082,C5,W6,KA,IC1,RT009,CS1,CR2,5.957429319,1
CUN00021,C5,W3,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUS00155,C7,W11,MH,IC3,RT002,CS1,CR2,5.957429319,1
CUG00011,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUS00012,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUJ00020,C5,W8,MH,IC1,RT008,CS1,CR2,5.957429319,1
CUH00018,C5,W6,KA,IC1,RT001,CS1,CR3,23.01449275,1
CUD00002,C2,W1,MH,IC2,RT034,CS1,CR3,23.01449275,1
CUN00029,C5,W6,KA,IC1,RT031,CS1,CR2,5.957429319,1
CUK00019,C5,W4,TN,IC3,RT021,CS1,CR1,0.705672787,0
CUS00052,C5,W6,RA,IC3,RT007,CS1,CR3,23.01449275,1
CUS00074,C5,W4,KA,IC1,RT009,CS1,CR1,0.705672787,0
CUT00012,C5,W6,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUS00130,C5,W8,MH,IC2,RT023,CS1,CR1,0.705672787,0
CUK00029,C5,W8,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUV00035,C5,W3,KA,IC2,RT027,CS1,CR1,0.705672787,0
CUB00010,C5,W4,TN,IC2,RT027,CS1,CR1,0.705672787,0
CUZ00003,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUK00040,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUN00029,C5,W6,KA,IC1,RT001,CS1,CR2,5.957429319,1
CUH00017,C3,W2,MH,IC2,RT008,CS1,CR2,5.957429319,1
CUE00035,C6,W11,TN,IC1,RT013,CS1,CR1,0.705672787,1
CUT00022,C5,W8,MH,IC2,RT014,CS1,CR2,5.957429319,1
CUT00029,C5,W3,TN,IC2,RT033,CS1,CR4,118.8530817,1
CUD00018,C5,W3,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUN00019,C5,W8,MH,IC1,RT013,CS1,CR3,23.01449275,1
CUN00019,C5,W8,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUC00027,C5,W8,MH,IC3,RT007,CS1,CR3,5.957429319,1
CUO00007,C5,W4,TN,IC2,RT018,CS1,CR1,0.705672787,0
CUT00007,C5,W4,TN,IC3,RT007,CS1,CR3,23.01449275,1
CUS00143,C6,W11,TN,IC1,RT018,CS1,CR2,5.957429319,1
CUS00122,C2,W1,RA,IC2,RT023,CS1,CR1,0.705672787,1
CUE00035,C6,W11,TN,IC1,RT031,CS1,CR3,23.01449275,1
CUN00032,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUA00091,C6,W11,TN,IC2,RT033,CS1,CR3,23.01449275,1
CUZ00003,C5,W8,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUP00043,C5,W8,MH,IC1,RT010,CS1,CR2,5.957429319,1
CUP00048,C5,W8,MH,IC1,RT031,CS1,CR4,118.8530817,1
CUH00022,C3,W2,TN,IC3,RT007,CS1,CR3,23.01449275,1
CUH00022,C3,W2,TN,IC1,RT031,CS1,CR4,118.8530817,1
CUK00063,C3,W2,TN,IC3,RT023,CS1,CR1,0.705672787,0
CUS00103,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUD00004,C2,W1,MH,IC1,RT001,CS1,CR1,0.705672787,0
CUK00068,C6,W11,KA,IC2,RT027,CS1,CR2,5.957429319,1
CUM00091,C5,W6,KA,IC1,RT009,CS1,CR1,0.705672787,0
CUR00045,C5,W3,MH,IC1,RT009,CS1,CR1,0.705672787,0
CUA00086,C5,W6,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUR00045,C5,W3,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUS00118,C5,W6,MP,IC2,RT034,CS1,CR4,118.8530817,1
CUS00041,C5,W6,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUK00013,C5,W8,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUK00068,C6,W11,KA,IC3,RT007,CS1,CR4,118.8530817,1
CUO00007,C5,W4,TN,IC2,RT016,CS1,CR2,5.957429319,1
CUC00027,C5,W8,MH,IC2,RT027,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC2,RT026,CS1,CR4,118.8530817,1
CUT00019,C5,W4,TN,IC1,RT028,CS1,CR3,23.01449275,1
CUV00008,C5,W3,TN,IC3,RT021,CS1,CR4,118.8530817,1
CUL00005,C5,W4,TN,IC1,RT028,CS1,CR4,118.8530817,1
CUH00023,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUH00023,C5,W8,MH,IC2,RT027,CS1,CR3,5.957429319,1
CUJ00022,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUP00013,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUR00087,C5,W4,GU,IC1,RT013,CS1,CR2,5.957429319,1
CUR00071,C3,W2,GU,IC1,RT009,CS1,CR3,23.01449275,1
CUD00002,C2,W1,MH,IC2,RT016,CS1,CR1,0.705672787,0
CUH00028,C3,W2,TN,IC2,RT027,CS1,CR4,118.8530817,1
CUP00061,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUV00027,C5,W8,MH,IC2,RT018,CS1,CR3,23.01449275,1
CUS00204,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUM00077,C3,W2,TN,IC2,RT027,CS1,CR3,5.957429319,1
CUR00015,C5,W4,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUB00025,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUK00030,C5,W6,MH,IC2,RT033,CS1,CR2,5.957429319,1
CUS00184,C3,W2,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUS00096,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUV00066,C3,W2,TN,IC2,RT023,CS1,CR1,0.705672787,0
CUG00014,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUS00143,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUP00028,C3,W2,GU,IC2,RT018,CS1,CR2,5.957429319,1
CUG00002,C5,W3,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUS00211,C3,W2,TN,IC2,RT027,CS1,CR1,0.705672787,1
CUM00091,C5,W6,KA,IC2,RT023,CS1,CR3,5.957429319,1
CUT00029,C5,W3,TN,IC1,RT028,CS1,CR2,5.957429319,1
CUK00038,C6,W11,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUS00223,C6,W11,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUB00066,C6,W11,KA,IC1,RT013,CS1,CR4,118.8530817,1
CUP00074,C3,W2,RA,IC2,RT017,CS1,CR4,118.8530817,1
CUM00075,C3,W2,GU,IC3,RT034,CS1,CR3,5.957429319,1
CUS00184,C3,W2,TN,IC1,RT008,CS1,CR2,5.957429319,1
CUS00184,C6,W11,TN,IC1,RT010,CS1,CR3,5.957429319,1
CUS00184,C3,W2,TN,IC1,RT010,CS1,CR3,5.957429319,1
CUR00078,C5,W6,TN,IC1,RT009,CS1,CR3,5.957429319,1
CUA00086,C5,W6,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUA00005,C5,W6,MH,IC1,RT013,CS1,CR1,0.705672787,0
CUO00003,C5,W8,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUS00031,C3,W2,GU,IC2,RT027,CS1,CR2,5.957429319,1
CUK00084,C5,W4,TN,IC2,RT023,CS1,CR1,0.705672787,0
CUI00017,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUS00229,C3,W2,TN,IC2,RT005,CS1,CR3,23.01449275,1
CUP00041,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUD00004,C2,W1,GU,IC1,RT001,CS1,CR1,0.705672787,0
CUM00085,C3,W2,GU,IC2,RT027,CS1,CR2,5.957429319,1
CUZ00003,C3,W2,GU,IC2,RT023,CS1,CR2,5.957429319,1
CUS00025,C5,W3,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUK00063,C3,W2,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUH00006,C5,W8,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUS00211,C3,W2,TN,IC2,RT023,CS1,CR4,118.8530817,1
CUP00013,C5,W4,TN,IC1,RT001,CS1,CR3,5.957429319,1
CUS00184,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUE00039,C6,W11,KA,IC1,RT031,CS1,CR3,23.01449275,1
CUT00012,C5,W4,TN,IC1,RT031,CS1,CR2,5.957429319,1
CUB00029,C5,W3,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUS00263,C2,W1,TN,IC1,RT028,CS1,CR2,5.957429319,1
CUL00006,C5,W4,TN,IC1,RT030,CS1,CR2,5.957429319,1
CUM00081,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUA00071,C5,W3,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUA00056,C5,W3,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUZ00003,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUS00133,C6,W11,MH,IC1,RT027,CS1,CR1,0.705672787,0
CUS00133,C6,W11,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUS00133,C5,W8,MH,IC1,RT027,CS1,CR1,0.705672787,1
CUS00100,C5,W6,TN,IC2,RT023,CS1,CR3,5.957429319,1
CUS00054,C5,W4,TN,IC1,RT030,CS1,CR3,23.01449275,1
CUH00006,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUV00011,C5,W4,TN,IC1,RT030,CS1,CR3,5.957429319,1
CUR00078,C5,W6,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUR00110,C5,W4,KA,IC1,RT009,CS1,CR4,118.8530817,1
CUA00130,C6,W11,KA,IC1,RT013,CS1,CR3,23.01449275,1
CUS00025,C5,W3,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUT00019,C5,W4,TN,IC1,RT028,CS1,CR3,23.01449275,1
CUS00216,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUG00088,C5,W6,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUD00015,C3,W2,RA,IC1,RT031,CS1,CR4,118.8530817,1
CUT00056,C6,W11,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUM00076,C3,W2,GU,IC1,RT010,CS1,CR4,118.8530817,1
CUB00088,C5,W6,KA,IC3,RT025,CS1,CR3,5.957429319,1
CUZ00003,C5,W8,MH,IC2,RT023,CS1,CR4,118.8530817,1
CUT00024,C5,W4,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUH00012,C5,W8,MH,IC3,RT002,CS1,CR4,118.8530817,1
CUS00272,C6,W11,TN,IC3,RT035,CS1,CR4,118.8530817,1
CUM00067,C2,W1,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUA00018,C5,W4,TN,IC1,RT030,CS1,CR4,118.8530817,1
CUR00015,C5,W4,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUI00010,C5,W6,GU,IC2,RT027,CS1,CR1,0.705672787,0
CUD00044,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUL00013,C5,W4,TN,IC1,RT028,CS1,CR3,5.957429319,1
CUV00008,C5,W3,TN,IC3,RT021,CS1,CR4,118.8530817,1
CUS00002,C2,W1,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUA00027,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUM00028,C5,W8,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUS00133,C6,W11,MH,IC2,RT027,CS1,CR4,118.8530817,1
CUH00030,C3,W2,TN,IC1,RT010,CS1,CR4,118.8530817,1
CUF00004,C5,W4,KA,IC1,RT013,CS1,CR3,23.01449275,1
CUL00013,C5,W4,TN,IC1,RT009,CS1,CR3,23.01449275,1
CUS00233,C5,W6,GU,IC1,RT018,CS1,CR4,118.8530817,1
CUA00071,C5,W3,MH,IC2,RT034,CS1,CR4,118.8530817,1
CUB00021,C2,W1,GU,IC1,RT010,CS1,CR3,23.01449275,1
CUB00015,C5,W8,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUK00060,C6,W11,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUK00050,C5,W8,RA,IC1,RT013,CS1,CR3,5.957429319,1
CUS00046,C5,W4,TN,IC3,RT007,CS1,CR3,23.01449275,1
CUH00018,C5,W6,KA,IC3,RT021,CS1,CR1,0.705672787,0
CUT00019,C5,W4,TN,IC1,RT028,CS1,CR2,5.957429319,1
CUS00135,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUN00019,C5,W8,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUB00040,C5,W6,TN,IC3,RT021,CS1,CR3,23.01449275,1
CUK00040,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUP00020,C2,W1,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUN00029,C5,W6,KA,IC1,RT031,CS1,CR2,5.957429319,1
CUM00091,C5,W6,KA,IC1,RT010,CS1,CR1,0.705672787,1
CUR00014,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUK00038,C5,W6,MP,IC2,RT023,CS1,CR3,5.957429319,1
CUU00013,C3,W2,GU,IC2,RT018,CS1,CR3,5.957429319,1
CUU00013,C3,W2,GU,IC2,RT017,CS1,CR4,118.8530817,1
CUV00012,C2,W1,GU,IC2,RT016,CS1,CR3,5.957429319,1
CUS00211,C3,W2,TN,IC2,RT034,CS1,CR2,5.957429319,1
CUS00038,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUE00028,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUJ00043,C3,W2,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUP00028,C3,W2,GU,IC1,RT013,CS1,CR4,118.8530817,1
CUD00044,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUO00007,C5,W4,TN,IC2,RT027,CS2,CR5,0,0
CUS00133,C6,W11,MH,IC3,RT022,CS2,CR5,0,0
CUK00005,C5,W4,TN,IC2,RT015,CS2,CR5,0,0
CUE00047,C3,W2,TN,IC1,RT013,CS2,CR5,0,0
CUS00133,C6,W11,MH,IC3,RT022,CS2,CR5,0,0
CUS00133,C5,W8,MH,IC2,RT027,CS2,CR5,0,0
CUT00049,C5,W4,TN,IC1,RT031,CS2,CR5,0,0
CUM00070,C5,W8,GU,IC1,RT013,CS2,CR5,0,0
CUL00017,C5,W4,TN,IC2,RT018,CS2,CR5,0,0
CUS00133,C5,W8,MH,IC1,RT013,CS2,CR5,0,0
CUM00096,C5,W6,GU,IC1,RT013,CS2,CR5,0,0
CUK00005,C2,W1,TN,IC1,RT030,CS1,CR2,5.957429319,1
CUT00005,C5,W4,TN,IC2,RT027,CS1,CR1,0.705672787,1
CUP00050,C3,W2,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUD00027,C5,W8,MH,IC1,RT008,CS1,CR3,5.957429319,1
CUS00012,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUT00012,C5,W6,TN,IC1,RT028,CS1,CR3,5.957429319,1
CUT00017,C5,W4,TN,IC1,RT001,CS1,CR2,5.957429319,1
CUJ00020,C5,W8,MH,IC1,RT008,CS1,CR2,5.957429319,1
CUL00009,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUS00130,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUG00021,C5,W6,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUS00097,C5,W8,MH,IC3,RT005,CS1,CR4,118.8530817,1
CUV00034,C5,W3,KA,IC2,RT027,CS1,CR1,0.705672787,0
CUM00069,C5,W6,KA,IC3,RT021,CS1,CR2,5.957429319,1
CUP00056,C3,W2,GU,IC2,RT027,CS1,CR4,118.8530817,1
CUK00020,C2,W1,TN,IC1,RT027,CS1,CR1,0.705672787,0
CUM00073,C3,W2,TN,IC2,RT033,CS1,CR3,23.01449275,1
CUA00086,C5,W6,TN,IC1,RT031,CS1,CR3,23.01449275,1
CUR00015,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUC00008,C5,W4,TN,IC3,RT007,CS1,CR3,23.01449275,1
CUT00019,C5,W3,TN,IC2,RT033,CS1,CR3,23.01449275,1
CUA00096,C3,W2,GU,IC1,RT009,CS1,CR1,0.705672787,0
CUV00025,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUO00005,C2,W1,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUL00009,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUZ00002,C5,W8,MH,IC1,RT013,CS1,CR4,118.8530817,1
CUL00009,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUD00004,C2,W1,GU,IC1,RT001,CS1,CR3,23.01449275,1
CUG00012,C5,W4,TN,IC1,RT009,CS1,CR3,23.01449275,1
CUK00024,C5,W6,TN,IC1,RT031,CS1,CR3,5.957429319,1
CUH00010,C5,W6,TN,IC1,RT010,CS1,CR1,0.705672787,1
CUH00010,C5,W6,TN,IC2,RT027,CS1,CR2,5.957429319,1
CUC00040,C3,W2,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUS00011,C2,W1,MH,IC2,RT015,CS1,CR4,118.8530817,1
CUA00086,C5,W6,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUS00133,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUR00045,C5,W3,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUR00012,C5,W4,TN,IC3,RT024,CS1,CR4,118.8530817,1
CUK00038,C5,W6,MP,IC2,RT027,CS1,CR4,118.8530817,1
CUU00008,C3,W2,MH,IC3,RT007,CS1,CR3,5.957429319,1
CUG00014,C6,W11,TN,IC1,RT013,CS1,CR2,5.957429319,1
CUH00006,C5,W8,MH,IC1,RT031,CS1,CR1,0.705672787,1
CUD00027,C5,W8,MH,IC3,RT022,CS1,CR3,23.01449275,1
CUZ00002,C5,W8,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUN00040,C3,W2,RA,IC2,RT027,CS1,CR1,0.705672787,0
CUF00020,C5,W8,GU,IC2,RT027,CS1,CR1,0.705672787,0
CUD00032,C5,W8,GU,IC1,RT009,CS1,CR2,5.957429319,1
CUL00018,C5,W6,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUE00015,C5,W3,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUO00010,C5,W6,RA,IC1,RT013,CS1,CR2,5.957429319,1
CUZ00003,C5,W8,MH,IC1,RT009,CS1,CR3,5.957429319,1
CUH00017,C3,W2,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUK00053,C3,W2,MH,IC2,RT027,CS1,CR4,118.8530817,1
CUT00035,C5,W8,GU,IC1,RT013,CS1,CR2,5.957429319,1
CUM00034,C5,W3,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUN00039,C3,W2,GU,IC1,RT009,CS1,CR4,118.8530817,1
CUU00008,C3,W2,MH,IC2,RT023,CS1,CR4,118.8530817,1
CUH00017,C3,W2,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUR00118,C3,W2,MH,IC2,RT027,CS1,CR1,0.705672787,0
CUJ00044,C5,W6,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUS00110,C3,W2,MH,IC3,RT022,CS1,CR4,118.8530817,1
CUR00015,C5,W4,TN,IC2,RT022,CS1,CR4,118.8530817,1
CUT00011,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUT00011,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUV00059,C6,W11,KA,IC1,RT031,CS1,CR3,5.957429319,1
CUC00008,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUC00035,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,0
CUA00114,C6,W11,GU,IC2,RT018,CS1,CR2,5.957429319,1
CUK00080,C6,W11,RA,IC1,RT031,CS1,CR3,5.957429319,1
CUA00114,C6,W11,GU,IC1,RT009,CS1,CR3,5.957429319,1
CUL00007,C5,W4,TN,IC2,RT027,CS1,CR3,23.01449275,1
CUV00007,C2,W1,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUS00041,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUD00004,C2,W1,GU,IC2,RT034,CS1,CR3,5.957429319,1
CUS00025,C5,W4,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUC00040,C3,W2,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUD00004,C2,W1,GU,IC2,RT027,CS1,CR2,5.957429319,1
CUV00016,C3,W2,RA,IC2,RT027,CS1,CR2,5.957429319,1
CUR00100,C3,W2,MH,IC3,RT007,CS1,CR2,5.957429319,1
CUM00011,C5,W8,MH,IC1,RT001,CS1,CR3,23.01449275,1
CUK00019,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUC00048,C6,W11,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUD00027,C5,W8,MH,IC3,RT022,CS1,CR3,5.957429319,1
CUG00040,C5,W4,GU,IC2,RT023,CS1,CR4,118.8530817,1
CUV00046,C3,W2,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUR00053,C5,W6,MH,IC1,RT001,CS1,CR3,23.01449275,1
CUG00025,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUE00007,C5,W3,MH,IC1,RT001,CS1,CR3,5.957429319,1
CUH00003,C5,W6,MH,IC1,RT001,CS1,CR3,23.01449275,1
CUI00019,C5,W6,RA,IC1,RT010,CS1,CR4,118.8530817,1
CUK00060,C6,W11,GU,IC1,RT010,CS1,CR4,118.8530817,1
CUT00035,C6,W11,GU,IC2,RT027,CS1,CR1,0.705672787,0
CUS00081,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUB00042,C3,W2,MH,IC2,RT023,CS1,CR2,5.957429319,1
CUR00053,C5,W6,MH,IC1,RT031,CS1,CR3,5.957429319,1
CUU00013,C3,W2,GU,IC2,RT023,CS1,CR4,118.8530817,1
CUA00078,C5,W8,MH,IC1,RT010,CS1,CR2,5.957429319,1
CUS00184,C6,W11,TN,IC1,RT013,CS1,CR3,5.957429319,1
CUV00046,C3,W2,MH,IC2,RT027,CS1,CR3,23.01449275,1
CUH00017,C3,W2,MH,IC2,RT033,CS1,CR2,5.957429319,1
CUP00085,C3,W2,TN,IC1,RT009,CS1,CR4,118.8530817,1
CUA00100,C5,W6,KA,IC1,RT013,CS1,CR2,5.957429319,1
CUZ00003,C3,W2,GU,IC1,RT009,CS1,CR3,5.957429319,1
CUH00010,C5,W6,TN,IC3,RT005,CS1,CR2,5.957429319,1
CUZ00002,C5,W4,RA,IC2,RT023,CS1,CR2,5.957429319,1
CUZ00003,C5,W8,MH,IC2,RT023,CS1,CR2,5.957429319,1
CUR00015,C5,W4,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUS00009,C2,W1,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUT00039,C3,W2,GU,IC1,RT001,CS1,CR2,5.957429319,1
CUD00001,C5,W6,RA,IC1,RT013,CS1,CR2,5.957429319,1
CUN00003,C5,W4,KA,IC1,RT008,CS1,CR2,5.957429319,1
CUT00006,C5,W4,TN,IC1,RT028,CS1,CR2,5.957429319,1
CUT00005,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUS00112,C5,W3,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUE00007,C5,W4,GU,IC1,RT031,CS1,CR3,23.01449275,1
CUJ00015,C5,W8,MH,IC3,RT035,CS1,CR4,118.8530817,1
CUK00047,C5,W8,MH,IC1,RT013,CS1,CR3,23.01449275,1
CUS00058,C3,W2,TN,IC1,RT008,CS1,CR4,118.8530817,1
CUI00031,C5,W6,RA,IC1,RT027,CS1,CR3,5.957429319,1
CUV00059,C6,W11,KA,IC1,RT001,CS1,CR3,5.957429319,1
CUV00059,C6,W11,KA,IC2,RT027,CS1,CR4,118.8530817,1
CUB00074,C6,W11,TN,IC1,RT013,CS1,CR4,118.8530817,1
CUK00020,C2,W1,TN,IC1,RT001,CS1,CR4,118.8530817,1
CUS00138,C5,W6,TN,IC1,RT030,CS1,CR4,118.8530817,1
CUZ00003,C5,W8,MH,IC1,RT013,CS1,CR3,5.957429319,1
CUZ00002,C5,W8,MH,IC1,RT013,CS1,CR2,5.957429319,1
CUD00044,C6,W11,TN,IC1,RT013,CS1,CR3,23.01449275,1
CUJ00044,C5,W6,RA,IC1,RT013,CS1,CR4,118.8530817,1
CUZ00003,C3,W2,GU,IC2,RT032,CS1,CR4,118.8530817,1
CUA00040,C2,W1,TN,IC1,RT030,CS1,CR3,23.01449275,1
CUS00112,C5,W3,MH,IC3,RT005,CS1,CR3,23.01449275,1
CUC00047,C3,W2,GU,IC1,RT010,CS1,CR3,5.957429319,1
CUR00061,C5,W3,KA,IC2,RT033,CS1,CR4,118.8530817,1
CUA00033,C5,W6,RA,IC2,RT027,CS1,CR3,5.957429319,1
CUD00004,C2,W1,MH,IC2,RT027,CS1,CR3,5.957429319,1
CUP00033,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUT00001,C2,W1,MH,IC3,RT022,CS1,CR2,5.957429319,1
CUS00184,C6,W11,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUS00184,C5,W3,TN,IC1,RT010,CS1,CR2,5.957429319,1
CUS00177,C6,W11,TN,IC1,RT031,CS1,CR2,5.957429319,1
CUS00109,C3,W2,MH,IC2,RT013,CS1,CR4,118.8530817,1
CUV00046,C3,W2,MH,IC1,RT001,CS1,CR2,5.957429319,1
CUA00062,C5,W3,MH,IC3,RT007,CS1,CR4,118.8530817,1
CUH00006,C5,W8,MH,IC1,RT009,CS1,CR2,5.957429319,1
CUT00012,C5,W6,TN,IC1,RT031,CS1,CR4,118.8530817,1
CUS00135,C5,W8,MH,IC2,RT027,CS1,CR1,0.705672787,1
CUT00019,C5,W3,TN,IC1,RT028,CS1,CR2,5.957429319,1
CUS00133,C5,W8,MH,IC1,RT008,CS1,CR2,5.957429319,1
CUH00010,C5,W6,TN,IC1,RT009,CS1,CR2,5.957429319,1
CUG00012,C5,W4,TN,IC3,RT007,CS1,CR4,118.8530817,1
CUH00010,C5,W6,TN,IC1,RT009,CS1,CR2,5.957429319,1
CUE00015,C5,W8,MH,IC2,RT027,CS1,CR4,118.8530817,1
CUW00003,C5,W4,TN,IC1,RT020,CS1,CR2,5.957429319,1
CUK00047,C5,W8,MH,IC1,RT009,CS1,CR3,23.01449275,1
CUR00063,C5,W8,MH,IC2,RT027,CS1,CR3,5.957429319,1
CUA00078,C5,W8,MH,IC2,RT018,CS1,CR2,5.957429319,1
CUD00022,C5,W8,MH,IC2,RT027,CS1,CR2,5.957429319,1
CUC00024,C3,W2,RA,IC2,RT027,CS1,CR1,0.705672787,0
CUV00036,C3,W2,MP,IC2,RT015,CS1,CR1,0.705672787,0
CUH00017,C3,W2,MH,IC2,RT023,CS1,CR3,5.957429319,1
CUH00021,C3,W2,MH,IC1,RT009,CS1,CR4,118.8530817,1
CUT00039,C3,W2,GU,IC1,RT031,CS1,CR2,5.957429319,1
